075528560888	800	785	5	10
075561555796	789	644	140	5
04762891135	783	641	130	12
075529614599	777	630	139	8
02160437437	776	513	255	8
4008001008	771	744	0	27
075561115783	767	640	122	5
075561115786	764	614	145	5
057423629857	761	627	129	5
61111	756	750	0	6
02160437461	753	514	238	1
02160437485	752	512	235	5
4008000000	741	688	33	20
057187153588	738	521	211	6
02160437414	738	520	214	4
668888	730	715	2	13
05552960040	726	601	36	89
12590158	722	643	70	9
05552960041	717	589	33	95
075561552500	709	571	134	4
051210086	708	690	8	10
625175	706	706	0	0
02495508	701	667	5	29
666888	690	666	3	21
0125903160	673	479	81	113
02195559	668	638	13	17
075533688542	663	490	20	153
02138130003	660	597	0	63
051588232283	653	468	103	82
075561555795	634	530	96	8
057610086	632	628	1	3
01095542	630	526	84	20
075510016	626	598	8	20
02910109600	622	507	95	20
4001880588	621	481	99	41
051285660889	618	506	110	2
10001	616	610	0	6
4001111111	611	565	0	46
075561578989	609	507	95	7
95522	604	593	0	11
4001023882	599	515	82	2
075561569801	587	486	97	4
95508	587	568	0	19
13695235110	584	0	0	584
01053256328	582	504	77	1
+0000	581	14	0	567
02195508	578	563	1	14
02095508	574	554	5	15
63333	568	546	1	21
04000818818	563	451	87	25
4000095535	563	466	82	15
075561922843	558	392	160	6
+0195886201	554	533	7	14
62222	554	542	0	12
01095568	543	530	3	10
02160846462	537	400	0	137
04008777777	537	462	67	8
66688	535	530	0	5
4008005800	534	446	72	16
01010016	531	519	6	6
66555	525	511	1	13
95510	522	504	0	18
15900160803	521	42	0	479
02195049	516	439	29	48
05923016060	516	416	100	0
059162701209	513	357	94	62
66001	507	497	0	10
02131156810	505	39	0	466
66111	503	499	0	4
02161611122	503	465	0	38
01057995999	502	412	41	49
02195549	501	405	84	12
66789	493	483	0	10
66668	491	473	0	18
02160430115	489	329	154	6
02131169999	488	411	54	23
075536991441	487	366	114	7
699999	481	475	0	6
66777	481	466	1	14
051282140510	479	376	101	2
02135317012	478	402	44	32
60000	475	457	1	17
61001	474	464	0	10
95500	474	470	0	4
669999	473	441	1	31
4001859288	472	354	87	31
95590	469	453	0	16
02028846401	466	456	0	10
4008115226	465	349	109	7
61888	465	458	0	7
09420143005	464	0	0	464
02195500	462	443	0	19
13991911861	458	402	49	7
0116114	454	403	47	4
12580	454	441	0	13
075533595558	452	406	29	17
66000	447	420	1	26
666999	444	438	0	6
010016	442	392	40	10
01068899103	441	344	86	11
4001001895	439	293	54	92
02034197526	438	382	40	16
+989364112443	437	419	0	18
66333	435	429	1	5
4001119999	431	358	63	10
075533395558	429	419	0	10
075595522	428	400	10	18
02010131818	425	370	49	6
02081164580	425	350	54	21
4000100520	421	349	67	5
01053256329	419	341	74	4
96138	416	388	19	9
02568093092	415	341	63	11
076910010	415	400	9	6
18511535967	414	0	0	414
02120219977	414	348	43	23
051282140530	409	332	72	5
01011616666	408	315	80	13
13883356067	407	407	0	0
02157803751	407	304	100	3
051085381919	402	362	20	20
68001	401	398	0	3
+000196852202	399	356	32	11
666777	397	386	0	11
66002	396	387	1	8
61002	391	387	0	4
02095500	391	371	4	16
02996069	390	324	65	1
02110016	389	373	10	6
02131163202	388	273	115	0
4008468881	387	302	83	2
4008915002	384	310	71	3
01095558	384	377	2	5
04008688888	383	297	30	56
0104008777777	382	362	0	20
667788	380	373	3	4
118312	378	329	44	5
66008	376	368	1	7
02160390948	376	266	101	9
4008040010	373	294	76	3
05368089999	373	371	0	2
075533688534	372	323	18	31
02081169502	371	304	63	4
073110016	371	367	0	4
4007285588	371	303	61	7
02151021706	368	283	68	17
0214007207888	368	339	20	9
075533320187	367	330	14	23
02131163196	367	281	80	6
075533512084	365	249	115	1
031595542	364	292	66	6
01095518	362	350	0	12
66006	359	346	1	12
4000186321	359	310	41	8
+989125801813	357	345	3	9
02161954018	356	323	0	33
+882414411018	354	296	19	39
073182168800	354	310	16	28
118168	354	302	44	8
02759233500	352	251	31	70
18101095380	352	0	0	352
667777	349	340	0	9
075533095511	347	309	28	10
057989185177	346	330	6	10
66222	343	334	2	7
057110000	342	339	0	3
02810000	341	339	1	1
690001	340	331	0	9
4008268215	340	285	54	1
4009333333	339	334	0	5
60001	339	334	0	5
+881835311351	338	139	17	182
66669	337	332	0	5
66009	334	332	0	2
02031057523	334	247	43	44
4001011893	333	288	42	3
01056228355	333	238	93	2
02138510077	333	317	0	16
654321	332	316	0	16
02160430113	332	228	86	18
66003	331	316	0	15
02195510	331	312	6	13
61000	329	324	0	5
01010086	328	322	1	5
02310010	327	316	6	5
02131369393	325	231	89	5
4008205881	324	248	68	8
666555	323	315	1	7
073110086	322	317	1	4
01053561108	321	168	74	79
4007207888	321	288	22	11
057185025188	320	315	0	5
69888	320	311	2	7
05923920520	318	261	21	36
65888	316	304	0	12
66066	316	298	0	18
02158772999	313	265	36	12
4001098003	313	193	65	55
01053502315	312	235	75	2
02595511	311	308	0	3
18620674772	310	25	0	285
68666	310	305	0	5
665555	308	301	0	7
02138695888	307	264	5	38
02120219921	307	247	20	40
02759756200	306	233	71	2
666668	306	299	0	7
+0017901	305	231	69	5
02038965423	304	206	82	16
037160127546	304	264	11	29
18299260262	304	100	0	204
661111	302	294	4	4
68999	302	299	0	3
051095510	301	287	2	12
075595555	300	288	0	12
075533995558	299	264	25	10
66366	298	292	0	6
06315711620	298	292	0	6
66188	298	291	0	7
677777	296	290	0	6
04007150053	296	219	43	34
02138695533	296	273	3	20
02510086	296	290	4	2
051210000	296	291	4	1
04009668668	295	235	9	51
611111	295	287	1	7
13891921860	294	263	29	2
02126107000	294	255	30	9
61666	294	284	1	9
66005	293	288	0	5
+0001901212	291	227	57	7
010118114	290	280	5	5
61008	289	279	3	7
02131367145	288	227	56	5
02034839989	288	227	19	42
4008793020	287	232	50	5
68111	287	280	0	7
666111	287	277	1	9
05925896333	287	277	0	10
60002	286	278	0	8
075526613636	286	259	0	27
61006	285	274	2	9
02160527785	284	189	95	0
01080703600	284	237	20	27
15034755795	284	130	0	154
02566996699	283	279	0	4
67888	282	276	0	6
61777	282	277	0	5
61999	282	278	0	4
96121	281	271	7	3
4008195599	281	197	13	71
+882414411025	280	239	9	32
66007	280	272	0	8
4008852552	280	204	37	39
09450001972	280	64	0	216
66123	279	275	0	4
690003	277	258	0	19
690002	277	269	0	8
66661	277	272	0	5
01058309199	277	237	6	34
61003	276	271	2	3
4008827266	276	230	40	6
075595510	276	262	3	11
61010	275	272	0	3
04006600256	274	224	48	2
4000131616	274	227	46	1
68899	273	268	0	5
68006	272	261	0	11
02364095597	272	81	0	191
62888	272	268	0	4
66369	271	267	0	4
05923016022	271	222	47	2
11616666	271	225	37	9
05514008040010	270	213	49	8
61005	268	259	0	9
075561555000	268	249	15	4
66678	267	264	0	3
1183999	267	243	16	8
661602	266	265	0	1
075566610086	266	231	33	2
63538	266	264	0	2
66168	266	260	0	6
660001	265	253	0	12
69666	264	257	0	7
668007	262	223	2	37
66699	262	257	0	5
059110000	262	257	2	3
+019082213	261	243	3	15
10106696	261	213	42	6
69989	261	256	0	5
075561299222	261	202	30	29
65666	260	254	0	6
15397128107	260	205	52	3
01010155	260	224	27	9
18928218093	260	258	0	2
18005375189	259	2	0	257
666000	259	253	0	6
02123094493	259	215	0	44
01056954790	259	185	13	61
02028846411	258	237	6	15
051282602940	258	212	46	0
663333	258	248	0	10
051267041758	257	190	63	4
02133199019	256	249	0	7
66010	256	242	1	13
66018	255	252	0	3
68777	255	252	1	2
63888	254	249	0	5
13800596509	254	216	34	4
66088	254	247	0	7
02157837712	254	212	39	3
4001664008	253	222	15	16
075533987193	253	214	20	19
0017901	253	202	48	3
4000031098	253	178	36	39
07505613698	252	252	0	0
67999	251	248	1	2
073188510086	251	219	31	1
02583500080	250	244	0	6
055110016	250	242	4	4
12590155	249	225	23	1
61009	249	246	1	2
62001	249	241	0	8
4001130080	249	202	43	4
68889	248	229	1	18
01053565888	248	169	79	0
660008	248	243	0	5
076028128999	248	195	42	11
66618	246	238	0	8
666699	245	239	3	3
09423729064	245	0	0	245
02066226688	245	177	66	2
18308787342	244	235	0	9
68000	244	235	0	9
68688	244	237	0	7
02810016	244	240	0	4
051068170203	244	183	53	8
02160317451	243	180	63	0
051610000	243	240	0	3
037195522	243	233	1	9
087110016	243	236	5	2
68008	243	237	0	6
68886	243	236	0	7
66788	243	242	1	0
13768249760	242	0	0	242
66020	242	232	1	9
02124099090	242	203	21	18
01088770088	242	187	46	9
02151069999	241	235	0	6
66166	241	235	0	6
66667	241	240	0	1
0201015696	241	205	34	2
075582380730	240	238	0	2
4001678288	237	192	44	1
66288	237	223	0	14
62777	237	235	0	2
15010154987	236	0	0	236
02138690588	236	234	0	2
+60176154023	235	232	0	3
02161136668	235	223	4	8
61222	235	229	0	6
66011	234	233	0	1
655555	234	226	0	8
64444	234	230	0	4
15510046942	234	0	0	234
01053562116	234	145	89	0
15216765207	234	148	0	86
69000	233	230	1	2
69919	232	223	0	9
660000	232	224	0	8
68002	232	225	0	7
4001540017	232	190	41	1
100008	232	229	0	3
64520	231	227	0	4
04009905555	231	194	34	3
01088770055	231	174	50	7
62009	231	225	1	5
666688	229	226	0	3
13471980485	229	220	1	8
66588	229	227	0	2
07503421051	229	187	39	3
68686	229	224	0	5
4008210998	228	207	18	3
666669	228	221	1	6
4008899315	228	227	0	1
62002	228	226	0	2
66886	228	223	0	5
622222	227	219	2	6
61555	227	222	0	5
15887889460	227	225	0	2
4008689689	227	201	22	4
02126063795	226	168	48	10
62270	226	49	0	177
21542012	224	136	27	61
02781615555	224	215	0	9
68009	223	219	0	4
076989241004	223	220	1	2
66677	223	220	0	3
02081164604	222	173	43	6
4001659288	222	179	43	0
624748	221	218	3	0
02495510	221	209	2	10
65999	220	216	0	4
4008268217	219	166	50	3
671639	219	5	0	214
66566	218	209	1	8
67890	218	207	0	11
65777	218	214	0	4
